external_gene_name,ensembl_gene_id,SRR7624365,SRR7624366,SRR7624367,SRR7624368,SRR7624369,SRR7624370,SRR7624371,SRR7624372,SRR7624373,SRR7624374,SRR7624375,SRR7624376,SRR7624377,SRR7624378,SRR7624379,SRR7624380
Arsk,ENSMUSG00000021592,575,447,374,387,422,487,342,336,266,255,302,183,251,247,302,420
Ttc37,ENSMUSG00000033991,12902,12117,9918,10010,12213,12266,11161,11127,10924,12417,12591,9890,10562,9296,8086,7464
Gm48639,ENSMUSG00000114664,5,32,37,18,16,14,16,22,12,24,16,20,0,4,7,6
Fam81b,ENSMUSG00000109228,6,15,9,7,8,3,0,4,10,3,10,4,0,1,0,1
Gm31219,ENSMUSG00000114242,4,0,2,0,1,0,1,0,0,1,0,2,0,4,0,2
Gm24025,ENSMUSG00000092732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mctp1,ENSMUSG00000021596,8,13,31,18,22,16,0,2,2,2,6,8,6,6,12,9
Gm48078,ENSMUSG00000114293,28,32,14,14,20,32,12,12,20,20,12,22,16,8,32,10
Gm24519,ENSMUSG00000096675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Gm21959,ENSMUSG00000096216,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gm15740,ENSMUSG00000090027,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
Gm8185,ENSMUSG00000090119,0,0,0,0,2,0,2,2,2,2,0,0,0,2,0,2
Slf1,ENSMUSG00000021597,2856,2153,2297,2785,2939,2616,2124,2226,2871,2634,2402,1819,1768,2002,2405,1774
2210408I21Rik,ENSMUSG00000071252,478,430,463,541,330,498,417,445,655,730,605,604,579,523,541,432
Gm29844,ENSMUSG00000114256,4,12,2,2,0,0,2,6,0,1,1,0,1,0,0,0
Gm9634,ENSMUSG00000114778,5,4,3,2,4,3,17,6,4,4,4,3,0,7,5,0
Atp5c1-ps,ENSMUSG00000114809,2,5,0,6,0,0,4,1,0,0,2,2,0,2,0,4
Gm26088,ENSMUSG00000088521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fam172a,ENSMUSG00000064138,1978,1668,1354,1681,1098,1162,1323,984,1331,1417,770,586,923,914,1142,822
Pou5f2,ENSMUSG00000093668,5,33,13,10,8,16,4,3,0,11,9,4,4,18,6,2
Gm48254,ENSMUSG00000114812,6,4,6,4,1,0,2,8,2,8,6,6,2,4,4,0
C130051F05Rik,ENSMUSG00000114605,6,20,5,9,7,8,4,2,16,18,2,2,0,4,18,4
Gm18990,ENSMUSG00000114622,16,14,14,2,10,4,6,6,0,5,0,2,6,2,6,2
Gm38604,ENSMUSG00000114401,2,3,2,0,2,8,0,4,2,0,0,2,0,4,6,10
3110006O06Rik,ENSMUSG00000114649,4,0,2,6,0,0,1,0,0,0,2,0,0,2,0,0
Nr2f1,ENSMUSG00000069171,105,61,70,84,43,48,12,20,4,7,2,9,6,6,5,2
A830082K12Rik,ENSMUSG00000087143,10,11,0,24,15,8,2,1,2,0,0,7,0,7,3,3
Gm5042,ENSMUSG00000114592,2,2,0,0,2,0,0,0,0,2,2,2,0,0,4,2
Gm46387,ENSMUSG00000114600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm3963,ENSMUSG00000114383,2,0,2,0,0,1,0,0,0,0,0,0,0,0,4,0
Gm6317,ENSMUSG00000098003,6,6,7,2,11,8,3,6,11,2,3,0,4,2,2,4
Gm48399,ENSMUSG00000114632,8,19,35,22,70,14,29,21,34,7,8,1,0,2,0,4
Gm31946,ENSMUSG00000114639,2,0,0,0,0,0,0,0,1,2,6,3,0,6,0,0
Gm32067,ENSMUSG00000114522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Gm48402,ENSMUSG00000114594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm8345,ENSMUSG00000114557,0,6,2,0,0,4,0,0,0,2,2,2,4,4,0,2
Gm25383,ENSMUSG00000088435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm29318,ENSMUSG00000101416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm38349,ENSMUSG00000102355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm48470,ENSMUSG00000114874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24863,ENSMUSG00000096005,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0
Gm48471,ENSMUSG00000114505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm28526,ENSMUSG00000100168,0,0,0,0,4,0,0,2,2,0,0,0,0,0,1,0
Gm19320,ENSMUSG00000114222,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Gm5197,ENSMUSG00000114287,8,8,44,19,17,7,9,5,6,26,14,8,0,4,6,0
Gm24635,ENSMUSG00000084661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm8371,ENSMUSG00000114462,20,2,8,18,8,14,12,10,8,10,8,4,8,8,12,4
Gm46388,ENSMUSG00000114528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arrdc3,ENSMUSG00000074794,10846,8514,15079,13160,9956,11650,12298,10995,16156,15972,12381,9865,10921,11424,14766,14031
1700023H06Rik,ENSMUSG00000089827,161,133,536,501,345,294,431,405,277,661,565,462,227,755,690,839
5430425K12Rik,ENSMUSG00000114554,2,0,6,1,0,0,0,0,0,0,1,0,3,0,0,0
Gm4211,ENSMUSG00000097146,6,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2
9330111N05Rik,ENSMUSG00000097098,16,0,2,0,6,0,0,0,0,1,5,9,4,6,16,16
Gm49375,ENSMUSG00000114479,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6
Gm48568,ENSMUSG00000114773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm48549,ENSMUSG00000114801,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Gm4813,ENSMUSG00000114822,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm8399,ENSMUSG00000043889,49,46,80,62,56,64,31,29,66,55,41,38,57,30,105,79
Gm25241,ENSMUSG00000092650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm18517,ENSMUSG00000114836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adgrv1,ENSMUSG00000069170,756,1170,850,950,1431,1824,1220,1261,1520,1716,2203,1920,1950,2795,3277,3665
Gm48566,ENSMUSG00000114939,3,0,0,0,10,0,2,0,0,0,4,4,0,0,2,7
Gm48567,ENSMUSG00000114454,2,7,2,4,9,0,4,2,6,6,3,2,10,2,10,11
Lysmd3,ENSMUSG00000035840,2898,1611,2434,2912,2580,3201,1749,1980,1785,2206,1589,1194,2029,1803,3677,2140
Polr3g,ENSMUSG00000035834,9261,6511,5287,6667,10173,10071,9023,8346,14992,11423,14458,9725,15301,10267,10218,7239
Mblac2,ENSMUSG00000051098,455,255,121,137,183,232,119,178,162,176,116,104,125,103,140,138
Gm48113,ENSMUSG00000114905,3,30,58,33,92,22,68,12,43,2,11,6,5,3,4,3
Gm17259,ENSMUSG00000097793,49,37,62,52,92,75,105,82,86,150,112,121,106,132,167,135
Cetn3,ENSMUSG00000021537,3971,4512,3899,5459,5459,6488,4805,5367,6501,5355,6166,4486,4691,4451,4978,3996
F830210D05Rik,ENSMUSG00000114634,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
Gm24295,ENSMUSG00000088923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm48155,ENSMUSG00000114461,0,1,4,1,15,0,9,0,5,4,4,0,4,0,0,2
Gm4936,ENSMUSG00000114932,6,2,2,2,6,0,6,2,2,0,0,4,2,0,2,10
Mir3961,ENSMUSG00000106655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2310067P03Rik,ENSMUSG00000114372,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0
Gm48156,ENSMUSG00000114735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mef2c,ENSMUSG00000005583,0,2,0,0,6,16,2,17,12,10,38,24,30,10,15,18
Gm48067,ENSMUSG00000114254,3,0,0,0,0,0,0,0,0,1,0,0,2,0,1,2
C130071C03Rik,ENSMUSG00000050334,27,24,74,61,27,36,23,85,172,123,135,109,42,108,16,50
Gm26803,ENSMUSG00000097265,0,0,8,2,2,4,6,6,6,0,14,6,5,3,0,0
Gm33366,ENSMUSG00000102969,10,4,23,17,4,14,17,11,11,33,27,49,3,32,6,8
Mir9-2,ENSMUSG00000065424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm6411,ENSMUSG00000114588,2,0,2,0,0,2,2,4,0,2,5,0,0,3,2,0
Gm5452,ENSMUSG00000114687,178,56,36,84,56,38,12,50,96,152,164,162,389,288,182,149
2810049E08Rik,ENSMUSG00000100891,0,0,0,0,0,0,0,1,0,0,2,0,0,4,0,0
Gm4241,ENSMUSG00000114379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm8447,ENSMUSG00000114930,0,0,4,4,10,1,0,0,0,0,0,4,4,4,0,10
Gm17750,ENSMUSG00000098087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm8456,ENSMUSG00000114335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24331,ENSMUSG00000092840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A230107N01Rik,ENSMUSG00000097292,6,4,32,18,43,26,38,20,10,48,26,36,20,30,76,62
Tmem161b,ENSMUSG00000035762,2626,2134,2274,2785,1876,2146,1550,1687,1708,1857,1454,1297,1786,1919,1819,1450
Gm49223,ENSMUSG00000114602,44,71,29,52,24,66,25,36,14,43,9,42,7,27,19,13
Gm46432,ENSMUSG00000114827,107,159,85,153,129,172,160,131,180,129,151,125,178,133,123,133
Gm26927,ENSMUSG00000098245,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Gm26913,ENSMUSG00000098081,6,0,2,0,0,0,0,4,0,0,2,4,2,1,0,2
Gm4059,ENSMUSG00000114338,0,0,1,0,2,0,0,0,2,0,0,3,0,3,2,2
Gm4066,ENSMUSG00000114313,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Gm47745,ENSMUSG00000114614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gm4076,ENSMUSG00000096449,0,0,0,0,4,0,0,3,0,0,2,2,0,0,0,2
Gm47746,ENSMUSG00000114954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccnh,ENSMUSG00000021548,4087,2818,2588,3714,3959,4659,3010,3433,4594,3872,3741,2860,4267,2308,3387,2396
Rasa1,ENSMUSG00000021549,6059,4743,5637,5785,8045,8259,5069,5147,6272,6125,6064,4497,5611,4823,8247,5657
Gm37641,ENSMUSG00000103196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm47635,ENSMUSG00000114211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm5666,ENSMUSG00000114506,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Gm47636,ENSMUSG00000114447,0,0,0,2,0,0,2,2,4,2,0,0,0,0,4,2
Gm46396,ENSMUSG00000114900,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Cox7c,ENSMUSG00000017778,11650,8569,8905,9541,11065,12547,11182,10344,13528,9731,9806,8136,10678,8055,6801,6427
Gm22574,ENSMUSG00000064917,8,17,19,44,22,30,17,19,18,23,21,23,21,21,0,3
Gm27025,ENSMUSG00000098152,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0
Gm25700,ENSMUSG00000095933,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
Gm47642,ENSMUSG00000114856,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm18265,ENSMUSG00000114750,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24935,ENSMUSG00000076958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm21232,ENSMUSG00000098011,0,2,0,2,0,0,0,0,0,2,0,0,0,2,0,0
Gm19239,ENSMUSG00000114674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm47649,ENSMUSG00000114960,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0
Gm27044,ENSMUSG00000098213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm47651,ENSMUSG00000114565,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Gm8526,ENSMUSG00000057685,0,0,0,0,0,0,1,2,2,0,0,0,0,0,2,0
Gm47653,ENSMUSG00000114740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm19139,ENSMUSG00000114465,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Gm34585,ENSMUSG00000114273,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm5667,ENSMUSG00000114915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edil3,ENSMUSG00000034488,321,270,185,156,62,77,16,4,8,14,2,5,4,0,16,14
Hapln1,ENSMUSG00000021613,16,2,0,0,4,2,0,0,2,0,2,0,0,4,0,0
Gm8546,ENSMUSG00000094463,81,34,32,38,51,46,34,38,24,26,18,10,18,19,18,28
Vcan,ENSMUSG00000021614,9664,12066,7053,6523,3796,5815,2883,4473,2172,5789,4472,4243,2045,2058,1100,1093
Gm16318,ENSMUSG00000089972,0,13,4,2,0,9,6,0,3,14,10,2,2,0,1,8
Gm4117,ENSMUSG00000089940,27,18,23,26,22,15,12,4,14,17,10,20,4,22,29,28
Xrcc4,ENSMUSG00000021615,901,783,679,855,685,774,749,723,1010,933,743,676,580,643,616,660
Gm24498,ENSMUSG00000089070,2,6,2,1,2,0,1,0,2,2,2,1,0,0,2,3
Tmem167,ENSMUSG00000012422,4884,3944,4909,6104,7163,7394,5723,6306,9205,7050,9904,7148,8104,6293,5944,4652
Gm24507,ENSMUSG00000088308,20,28,40,48,63,48,62,49,41,46,46,41,18,48,20,35
Gm37727,ENSMUSG00000103228,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Gm29680,ENSMUSG00000114541,2,0,0,0,0,0,4,2,3,13,0,4,1,5,0,4
Gm37054,ENSMUSG00000102756,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Gm47520,ENSMUSG00000114204,0,2,0,0,5,0,0,0,0,1,0,0,0,3,0,0
Gm37708,ENSMUSG00000102793,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Gm21726,ENSMUSG00000094277,5,18,0,9,4,2,1,2,4,1,8,13,0,0,1,0
Gm36966,ENSMUSG00000103069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gm44338,ENSMUSG00000106360,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm47521,ENSMUSG00000114265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Gm18518,ENSMUSG00000114589,0,0,5,8,0,8,0,4,0,4,2,3,4,2,0,1
Atp6ap1l,ENSMUSG00000078958,1,1,4,5,6,8,2,2,18,8,6,11,4,3,0,2
Rps23,ENSMUSG00000049517,64408,49900,47771,44746,52706,61521,48019,44269,56460,41245,44257,36202,53697,44164,45031,46945
Atg10,ENSMUSG00000021619,243,254,217,209,134,139,186,110,225,236,198,135,230,214,291,248
Gm17450,ENSMUSG00000091419,29,17,7,26,12,23,24,15,12,21,8,3,2,6,4,2
Gm47381,ENSMUSG00000114688,12,13,27,35,41,20,33,15,40,8,15,2,3,2,0,1
Gm4130,ENSMUSG00000114579,70,52,54,62,94,93,45,50,64,76,65,34,71,49,69,52
A830009L08Rik,ENSMUSG00000097182,2,0,4,2,0,6,2,6,11,8,19,12,14,14,13,13
Gm29540,ENSMUSG00000099340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ssbp2,ENSMUSG00000003992,272,208,171,201,679,655,851,870,782,657,769,474,747,784,1141,985
4833422C13Rik,ENSMUSG00000074782,0,10,4,2,19,13,25,26,12,23,19,19,9,40,25,61
Gm22778,ENSMUSG00000077278,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acot12,ENSMUSG00000021620,0,2,0,0,20,4,6,7,0,5,2,2,0,1,4,4
Gm24597,ENSMUSG00000084452,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Gm27656,ENSMUSG00000099004,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Zcchc9,ENSMUSG00000021621,1966,1447,1660,1771,2200,2436,1733,1804,1829,1874,2125,1509,2125,1648,2089,1618
Ckmt2,ENSMUSG00000021622,1,0,0,0,0,2,0,0,2,1,1,0,1,0,0,0
1700119I11Rik,ENSMUSG00000082488,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Rasgrf2,ENSMUSG00000021708,4,8,32,7,245,224,93,78,154,93,147,99,194,120,50,44
Msh3,ENSMUSG00000014850,6266,5998,4729,5998,7685,8436,8049,7477,8643,7803,8620,6346,7666,5496,6372,5754
Gm20379,ENSMUSG00000100622,12,92,30,43,27,46,41,34,30,44,46,52,15,24,53,23
Dhfr,ENSMUSG00000021707,5466,5049,4340,6080,6505,7287,6769,6589,10484,6683,10120,7524,11507,8579,7440,6745
C030017D09Rik,ENSMUSG00000090907,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Ankrd34b,ENSMUSG00000045034,28,36,51,73,33,62,16,16,6,16,9,11,48,39,19,25
Fam151b,ENSMUSG00000034334,23,41,24,15,19,19,15,6,10,16,10,16,55,24,48,20
Zfyve16,ENSMUSG00000021706,1469,1207,1052,1169,2455,2125,1506,1383,1256,1314,1625,1111,2061,1505,3310,2141
Spz1,ENSMUSG00000046957,51,23,88,33,77,26,108,30,34,6,24,0,14,15,16,8
Serinc5,ENSMUSG00000021703,2891,1921,1920,1710,1894,1663,1477,1073,1837,2736,2317,1539,2022,2169,9387,6980
Gm5199,ENSMUSG00000114631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Thbs4,ENSMUSG00000021702,2,8,2,7,6,2,8,0,6,0,35,34,228,115,229,216
Mtx3,ENSMUSG00000021704,655,1342,904,908,1275,1252,904,914,770,1175,1243,1026,1145,1285,1727,1662
Gm31630,ENSMUSG00000114823,0,0,0,0,0,0,0,3,2,0,0,0,0,0,1,0
Cmya5,ENSMUSG00000047419,23,43,29,106,159,146,146,194,264,219,312,258,90,91,7,18
Gm4814,ENSMUSG00000114382,0,0,0,0,0,1,2,2,4,1,0,1,0,0,0,0
A630019I02Rik,ENSMUSG00000114968,0,2,2,4,6,4,8,5,7,12,11,16,3,2,3,4
Tent2,ENSMUSG00000042167,4044,2740,2898,3320,2550,3078,2312,2164,2609,2251,1883,1597,1847,1807,2020,1574
Gm2076,ENSMUSG00000098092,26,8,12,12,8,8,12,15,10,24,26,10,8,4,18,22
Homer1,ENSMUSG00000007617,2844,2647,2756,3304,2368,2341,1936,2232,2716,3400,2691,2594,3797,2564,4166,2627
Gm47075,ENSMUSG00000114169,14,33,25,45,24,30,18,32,12,38,19,27,18,38,54,15
Gm47088,ENSMUSG00000113076,4,9,18,22,12,6,9,11,8,21,17,5,8,12,11,2
Gm47155,ENSMUSG00000114019,16,38,24,16,17,10,27,14,14,26,14,16,7,22,9,23
Gm18960,ENSMUSG00000113514,0,4,2,6,1,2,0,2,2,2,0,2,1,1,2,0
Jmy,ENSMUSG00000021690,4086,3153,3332,3404,3092,3394,2472,2276,2590,3040,2021,2310,2025,2225,2732,2420
Gm6109,ENSMUSG00000113237,4,7,9,11,8,4,2,3,2,1,5,9,0,6,10,3
Gm30155,ENSMUSG00000113247,4,8,11,8,4,5,7,16,2,12,2,3,7,6,9,6
Bhmt,ENSMUSG00000074768,1711,1347,2495,2036,1384,605,477,156,67,31,7,2,4,6,0,0
Gm15622,ENSMUSG00000085834,6,7,12,0,2,2,0,0,0,0,0,0,0,0,0,0
Bhmt2,ENSMUSG00000042118,2706,1478,1908,1705,865,471,390,178,47,50,8,3,22,10,6,3
Dmgdh,ENSMUSG00000042102,11054,6508,8058,6795,4073,3206,1848,1063,387,322,30,41,19,38,6,32
AW495222,ENSMUSG00000087334,26,22,17,15,16,10,1,15,1,0,0,0,0,0,2,2
Gm15620,ENSMUSG00000085202,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm47210,ENSMUSG00000113647,0,0,6,0,2,0,0,0,0,0,0,0,4,5,0,0
Arsb,ENSMUSG00000042082,181,123,165,106,106,45,49,42,16,26,15,7,38,26,47,45
Mir5624,ENSMUSG00000093480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm25534,ENSMUSG00000093106,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Gm24737,ENSMUSG00000089486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm47216,ENSMUSG00000113791,0,2,3,4,2,3,2,1,0,0,0,2,0,0,0,0
Cycs-ps3,ENSMUSG00000114174,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lhfpl2,ENSMUSG00000045312,3804,1692,1570,1236,624,404,370,237,135,165,118,93,278,191,535,533
Gm15907,ENSMUSG00000087319,11,24,7,6,6,3,0,0,0,6,2,0,2,7,8,2
Scamp1,ENSMUSG00000021687,2211,1421,2753,2154,5315,3123,3591,2418,3689,2109,2988,2006,2904,2436,3741,3468
Gm32089,ENSMUSG00000114055,0,0,2,0,0,0,0,0,2,0,2,0,2,1,7,0
Gm48102,ENSMUSG00000113494,0,4,0,2,0,0,2,2,3,2,0,6,6,3,2,1
Gm5668,ENSMUSG00000114056,2,0,0,0,0,0,0,1,5,1,2,1,2,1,2,0
Gm9776,ENSMUSG00000042857,186,96,90,92,140,114,92,98,64,90,34,52,72,78,96,88
Ap3b1,ENSMUSG00000021686,20341,14216,12589,11443,14456,13955,12517,11947,8802,10105,5968,4685,7311,7307,9012,8307
Gm25109,ENSMUSG00000084423,3,3,7,6,2,1,2,0,3,4,1,3,0,3,3,2
Gm36991,ENSMUSG00000103438,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
Gm48287,ENSMUSG00000113598,21,0,2,4,11,36,44,32,54,75,11,17,1,5,0,0
Gm32305,ENSMUSG00000112934,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0
Gm32351,ENSMUSG00000113904,1,0,1,0,0,0,0,0,2,1,0,0,0,0,4,0
Gm48316,ENSMUSG00000113006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm46389,ENSMUSG00000113547,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Tbca,ENSMUSG00000042043,4489,3081,3023,3322,3900,4295,3818,4015,5034,3855,3802,2954,5015,3718,5552,4692
Otp,ENSMUSG00000021685,1,0,4,0,10,7,9,15,13,7,0,3,2,2,0,1
Wdr41,ENSMUSG00000042015,1413,1036,936,779,1573,1278,1576,1439,1569,1065,1077,725,1111,747,1205,918
Gm48349,ENSMUSG00000113871,6,0,4,2,8,10,2,8,6,2,1,2,0,0,2,0
Gm48350,ENSMUSG00000114014,11,15,8,0,21,13,10,19,4,6,3,3,0,0,1,2
Gm48420,ENSMUSG00000113070,9,15,3,4,7,16,10,8,3,3,1,2,6,4,3,2
Pde8b,ENSMUSG00000021684,126,120,102,56,90,82,72,99,56,86,34,25,149,93,174,244
Gm16243,ENSMUSG00000090033,0,0,18,6,20,8,9,0,1,0,0,0,0,0,4,2
Zbed3,ENSMUSG00000041995,1087,384,282,234,431,525,523,476,1201,793,1185,1223,1547,1146,1548,1013
Snora47,ENSMUSG00000088108,24,45,33,18,35,46,47,55,82,94,137,149,95,218,121,201
Gm22661,ENSMUSG00000077380,17,41,36,19,23,22,27,39,85,86,151,131,102,176,86,150
Aggf1,ENSMUSG00000021681,6860,5211,6051,6208,8343,8366,7007,6887,9571,7341,8453,6252,8223,4814,6289,4817
Gm48712,ENSMUSG00000114122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crhbp,ENSMUSG00000021680,8,2,10,2,5,2,2,4,2,0,2,8,185,128,62,104
S100z,ENSMUSG00000021679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F2rl1,ENSMUSG00000021678,3989,3453,3393,3374,6741,8293,6221,6277,5223,5407,3622,2957,3048,3823,4870,3546
Gm48730,ENSMUSG00000113359,14,13,20,19,43,18,66,49,62,57,31,24,13,15,6,5
Gm48731,ENSMUSG00000113969,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F2r,ENSMUSG00000048376,6488,4692,5914,4872,10233,10678,6019,5813,3628,2833,949,972,1931,1217,3361,2455
Iqgap2,ENSMUSG00000021676,4188,4011,3738,3026,3131,2656,2815,2377,1324,2210,610,535,2003,2402,5874,5896
Gm48745,ENSMUSG00000113631,15,14,2,4,5,4,0,6,0,6,2,2,2,10,4,4
F2rl2,ENSMUSG00000021675,16,22,17,17,14,22,7,14,2,2,8,4,6,2,5,16
Gm50469,ENSMUSG00000118445,2,11,1,0,6,2,3,2,0,3,4,1,1,2,6,7
Gm32880,ENSMUSG00000118436,3,6,0,3,7,2,4,2,1,2,0,1,1,4,11,3
Gm24032,ENSMUSG00000065866,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
Sv2c,ENSMUSG00000051111,98,75,69,155,20,40,8,31,58,58,98,102,217,172,321,233
Gm20075,ENSMUSG00000114133,260,158,178,214,198,226,206,252,244,246,266,164,320,182,262,192
Gm17190,ENSMUSG00000099115,2,0,0,0,0,0,0,0,2,7,9,4,2,6,0,0
Gm23955,ENSMUSG00000087839,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Gm29543,ENSMUSG00000100475,8,6,2,4,2,2,8,0,32,12,12,22,54,46,49,32
Gm25213,ENSMUSG00000076343,0,1,0,3,0,2,1,0,9,1,1,0,0,2,0,0
Gm8712,ENSMUSG00000113743,8,0,6,5,8,12,6,10,4,12,8,4,8,6,16,14
Poc5,ENSMUSG00000021671,3404,2624,2501,2660,2574,3079,2563,2457,3018,2845,2429,1902,2791,2217,1825,1562
Ankdd1b,ENSMUSG00000047117,5,4,0,4,1,2,0,6,3,3,0,0,0,1,3,5
Polk,ENSMUSG00000021668,2974,2917,2363,2578,2914,2636,2767,2245,2271,2290,2052,1347,1915,2174,2650,2378
Gm17622,ENSMUSG00000091109,6,14,12,20,9,8,15,11,4,8,10,10,11,11,11,9
Col4a3bp,ENSMUSG00000021669,3829,2911,3633,3664,4927,4993,3478,3332,3455,3832,3553,2785,3334,3413,4607,3301
Gm48133,ENSMUSG00000113068,4,5,7,24,14,12,0,4,1,8,5,7,3,17,17,15
Gm48138,ENSMUSG00000113842,12,43,44,52,30,19,39,25,6,37,21,22,11,24,29,36
Gm46436,ENSMUSG00000113379,14,14,17,28,16,10,5,8,4,10,19,24,4,16,31,6
Gm48139,ENSMUSG00000114193,31,77,94,104,47,44,41,40,29,37,37,46,12,56,33,37
Hmgcr,ENSMUSG00000021670,21899,16758,12190,21650,20941,21321,16969,20542,23546,27184,28359,21500,25519,14885,17045,10081
Gm48575,ENSMUSG00000113351,0,0,7,12,6,4,4,6,6,3,0,2,0,0,6,0
Ankrd31,ENSMUSG00000109561,173,230,186,159,331,307,244,237,372,335,270,214,223,273,230,148
Gm48580,ENSMUSG00000113879,2,2,0,0,0,3,0,0,0,2,0,0,0,5,0,0
Gm48579,ENSMUSG00000113046,0,0,0,7,5,5,2,0,0,1,5,2,1,2,0,4
Gm27792,ENSMUSG00000099053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
